2026-04-30 11:22:12.698 [main] INFO  com.idea.BankCopilotApplication-Starting BankCopilotApplication using Java 23.0.2 with PID 96343 (/Users/qi.wangwq/IdeaProjects/BankCopilot/bank-copilot/target/classes started by qi.wangwq in /Users/qi.wangwq/IdeaProjects/BankCopilot)
	at org.apache.ibatis.logging.jdbc.PreparedStatementLogger.invoke(PreparedStatementLogger.java:58)
	at jdk.proxy3/jdk.proxy3.$Proxy96.execute(Unknown Source)
	at org.apache.ibatis.executor.statement.PreparedStatementHandler.update(PreparedStatementHandler.java:48)
	at org.apache.ibatis.executor.statement.RoutingStatementHandler.update(RoutingStatementHandler.java:75)
	at org.apache.ibatis.executor.SimpleExecutor.doUpdate(SimpleExecutor.java:50)
	at org.apache.ibatis.executor.BaseExecutor.update(BaseExecutor.java:117)
	at org.apache.ibatis.executor.CachingExecutor.update(CachingExecutor.java:76)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.plugin.Plugin.invoke(Plugin.java:61)
	at jdk.proxy2/jdk.proxy2.$Proxy94.update(Unknown Source)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.update(DefaultSqlSession.java:197)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.insert(DefaultSqlSession.java:184)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:333)
	... 16 common frames omitted
2026-04-30 12:05:13.850 [http-nio-8081-exec-7] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:13.852 [http-nio-8081-exec-7] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:13.852 [http-nio-8081-exec-7] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:05:28.596 [http-nio-8081-exec-8] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:28.597 [http-nio-8081-exec-8] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:28.628 [http-nio-8081-exec-8] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:05:28.630 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=卡不见了要不要先挂失
2026-04-30 12:05:31.070 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=other
2026-04-30 12:05:31.147 [ForkJoinPool.commonPool-worker-2] WARN  com.idea.service.AssistantTestLogService-assistant test log insert failed, scenario=assistant_chat_test, request=卡不见了要不要先挂失
org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
### The error may exist in com/idea/mapper/AssistantTestLogMapper.java (best guess)
### The error may involve com.idea.mapper.AssistantTestLogMapper.insert-Inline
### The error occurred while setting parameters
### SQL: insert into assistant_test_log(     user_id,     source,     scenario,     request_text,     expected_intent,     actual_intent,     trace_tool,     trace_status,     result_code,     biz_code,     success,     duration_ms,     response_chars,     error_message,     test_session_id,     participant_code,     participant_group,     task_code,     task_name,     completed,     operation_steps,     understanding_score,     satisfaction_score,     safety_score,     language_score,     user_feedback,     create_time ) values (     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     now() )
### Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
; bad SQL grammar []
	at org.springframework.jdbc.support.SQLErrorCodeSQLExceptionTranslator.doTranslate(SQLErrorCodeSQLExceptionTranslator.java:246)
	at org.springframework.jdbc.support.AbstractFallbackSQLExceptionTranslator.translate(AbstractFallbackSQLExceptionTranslator.java:107)
	at org.mybatis.spring.MyBatisExceptionTranslator.translateExceptionIfPossible(MyBatisExceptionTranslator.java:93)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:347)
	at jdk.proxy2/jdk.proxy2.$Proxy69.insert(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.insert(SqlSessionTemplate.java:224)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:62)
	at org.apache.ibatis.binding.MapperProxy$PlainMethodInvoker.invoke(MapperProxy.java:141)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:86)
	at jdk.proxy2/jdk.proxy2.$Proxy80.insert(Unknown Source)
	at com.idea.service.AssistantTestLogService.record(AssistantTestLogService.java:141)
	at com.idea.service.AssistantTestLogService.recordRuntime(AssistantTestLogService.java:133)
	at com.idea.service.AssistantService.chat(AssistantService.java:79)
	at com.idea.service.AssistantService.lambda$chatStream$0(AssistantService.java:135)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1848)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1840)
	at java.base/java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:507)
	at java.base/java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1460)
	at java.base/java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:2036)
	at java.base/java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:189)
Caused by: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:112)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:114)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:988)
	at com.mysql.cj.jdbc.ClientPreparedStatement.execute(ClientPreparedStatement.java:382)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.execute(ProxyPreparedStatement.java:44)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.execute(HikariProxyPreparedStatement.java)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.logging.jdbc.PreparedStatementLogger.invoke(PreparedStatementLogger.java:58)
	at jdk.proxy3/jdk.proxy3.$Proxy96.execute(Unknown Source)
	at org.apache.ibatis.executor.statement.PreparedStatementHandler.update(PreparedStatementHandler.java:48)
	at org.apache.ibatis.executor.statement.RoutingStatementHandler.update(RoutingStatementHandler.java:75)
	at org.apache.ibatis.executor.SimpleExecutor.doUpdate(SimpleExecutor.java:50)
	at org.apache.ibatis.executor.BaseExecutor.update(BaseExecutor.java:117)
	at org.apache.ibatis.executor.CachingExecutor.update(CachingExecutor.java:76)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.plugin.Plugin.invoke(Plugin.java:61)
	at jdk.proxy2/jdk.proxy2.$Proxy94.update(Unknown Source)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.update(DefaultSqlSession.java:197)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.insert(DefaultSqlSession.java:184)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:333)
	... 16 common frames omitted
2026-04-30 12:05:31.152 [http-nio-8081-exec-9] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:31.154 [http-nio-8081-exec-9] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:31.155 [http-nio-8081-exec-9] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:05:44.621 [http-nio-8081-exec-10] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:44.623 [http-nio-8081-exec-10] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:44.623 [http-nio-8081-exec-10] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:05:44.624 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=银行卡丢失后如何处理？
2026-04-30 12:05:46.878 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=other
2026-04-30 12:05:46.959 [ForkJoinPool.commonPool-worker-2] WARN  com.idea.service.AssistantTestLogService-assistant test log insert failed, scenario=assistant_chat_test, request=银行卡丢失后如何处理？
org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
### The error may exist in com/idea/mapper/AssistantTestLogMapper.java (best guess)
### The error may involve com.idea.mapper.AssistantTestLogMapper.insert-Inline
### The error occurred while setting parameters
### SQL: insert into assistant_test_log(     user_id,     source,     scenario,     request_text,     expected_intent,     actual_intent,     trace_tool,     trace_status,     result_code,     biz_code,     success,     duration_ms,     response_chars,     error_message,     test_session_id,     participant_code,     participant_group,     task_code,     task_name,     completed,     operation_steps,     understanding_score,     satisfaction_score,     safety_score,     language_score,     user_feedback,     create_time ) values (     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     now() )
### Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
; bad SQL grammar []
	at org.springframework.jdbc.support.SQLErrorCodeSQLExceptionTranslator.doTranslate(SQLErrorCodeSQLExceptionTranslator.java:246)
	at org.springframework.jdbc.support.AbstractFallbackSQLExceptionTranslator.translate(AbstractFallbackSQLExceptionTranslator.java:107)
	at org.mybatis.spring.MyBatisExceptionTranslator.translateExceptionIfPossible(MyBatisExceptionTranslator.java:93)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:347)
	at jdk.proxy2/jdk.proxy2.$Proxy69.insert(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.insert(SqlSessionTemplate.java:224)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:62)
	at org.apache.ibatis.binding.MapperProxy$PlainMethodInvoker.invoke(MapperProxy.java:141)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:86)
	at jdk.proxy2/jdk.proxy2.$Proxy80.insert(Unknown Source)
	at com.idea.service.AssistantTestLogService.record(AssistantTestLogService.java:141)
	at com.idea.service.AssistantTestLogService.recordRuntime(AssistantTestLogService.java:133)
	at com.idea.service.AssistantService.chat(AssistantService.java:79)
	at com.idea.service.AssistantService.lambda$chatStream$0(AssistantService.java:135)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1848)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1840)
	at java.base/java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:507)
	at java.base/java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1460)
	at java.base/java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:2036)
	at java.base/java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:189)
Caused by: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:112)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:114)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:988)
	at com.mysql.cj.jdbc.ClientPreparedStatement.execute(ClientPreparedStatement.java:382)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.execute(ProxyPreparedStatement.java:44)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.execute(HikariProxyPreparedStatement.java)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.logging.jdbc.PreparedStatementLogger.invoke(PreparedStatementLogger.java:58)
	at jdk.proxy3/jdk.proxy3.$Proxy96.execute(Unknown Source)
	at org.apache.ibatis.executor.statement.PreparedStatementHandler.update(PreparedStatementHandler.java:48)
	at org.apache.ibatis.executor.statement.RoutingStatementHandler.update(RoutingStatementHandler.java:75)
	at org.apache.ibatis.executor.SimpleExecutor.doUpdate(SimpleExecutor.java:50)
	at org.apache.ibatis.executor.BaseExecutor.update(BaseExecutor.java:117)
	at org.apache.ibatis.executor.CachingExecutor.update(CachingExecutor.java:76)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.plugin.Plugin.invoke(Plugin.java:61)
	at jdk.proxy2/jdk.proxy2.$Proxy94.update(Unknown Source)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.update(DefaultSqlSession.java:197)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.insert(DefaultSqlSession.java:184)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:333)
	... 16 common frames omitted
2026-04-30 12:05:46.967 [http-nio-8081-exec-1] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:46.971 [http-nio-8081-exec-1] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:46.971 [http-nio-8081-exec-1] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:05:54.238 [http-nio-8081-exec-2] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:54.242 [http-nio-8081-exec-2] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:54.242 [http-nio-8081-exec-2] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:05:54.245 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=晚上转账会不会第二天才到
2026-04-30 12:05:56.744 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=other
2026-04-30 12:05:56.846 [ForkJoinPool.commonPool-worker-2] WARN  com.idea.service.AssistantTestLogService-assistant test log insert failed, scenario=assistant_chat_test, request=晚上转账会不会第二天才到
org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
### The error may exist in com/idea/mapper/AssistantTestLogMapper.java (best guess)
### The error may involve com.idea.mapper.AssistantTestLogMapper.insert-Inline
### The error occurred while setting parameters
### SQL: insert into assistant_test_log(     user_id,     source,     scenario,     request_text,     expected_intent,     actual_intent,     trace_tool,     trace_status,     result_code,     biz_code,     success,     duration_ms,     response_chars,     error_message,     test_session_id,     participant_code,     participant_group,     task_code,     task_name,     completed,     operation_steps,     understanding_score,     satisfaction_score,     safety_score,     language_score,     user_feedback,     create_time ) values (     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     now() )
### Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
; bad SQL grammar []
	at org.springframework.jdbc.support.SQLErrorCodeSQLExceptionTranslator.doTranslate(SQLErrorCodeSQLExceptionTranslator.java:246)
	at org.springframework.jdbc.support.AbstractFallbackSQLExceptionTranslator.translate(AbstractFallbackSQLExceptionTranslator.java:107)
	at org.mybatis.spring.MyBatisExceptionTranslator.translateExceptionIfPossible(MyBatisExceptionTranslator.java:93)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:347)
	at jdk.proxy2/jdk.proxy2.$Proxy69.insert(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.insert(SqlSessionTemplate.java:224)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:62)
	at org.apache.ibatis.binding.MapperProxy$PlainMethodInvoker.invoke(MapperProxy.java:141)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:86)
	at jdk.proxy2/jdk.proxy2.$Proxy80.insert(Unknown Source)
	at com.idea.service.AssistantTestLogService.record(AssistantTestLogService.java:141)
	at com.idea.service.AssistantTestLogService.recordRuntime(AssistantTestLogService.java:133)
	at com.idea.service.AssistantService.chat(AssistantService.java:79)
	at com.idea.service.AssistantService.lambda$chatStream$0(AssistantService.java:135)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1848)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1840)
	at java.base/java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:507)
	at java.base/java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1460)
	at java.base/java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:2036)
	at java.base/java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:189)
Caused by: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:112)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:114)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:988)
	at com.mysql.cj.jdbc.ClientPreparedStatement.execute(ClientPreparedStatement.java:382)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.execute(ProxyPreparedStatement.java:44)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.execute(HikariProxyPreparedStatement.java)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.logging.jdbc.PreparedStatementLogger.invoke(PreparedStatementLogger.java:58)
	at jdk.proxy3/jdk.proxy3.$Proxy96.execute(Unknown Source)
	at org.apache.ibatis.executor.statement.PreparedStatementHandler.update(PreparedStatementHandler.java:48)
	at org.apache.ibatis.executor.statement.RoutingStatementHandler.update(RoutingStatementHandler.java:75)
	at org.apache.ibatis.executor.SimpleExecutor.doUpdate(SimpleExecutor.java:50)
	at org.apache.ibatis.executor.BaseExecutor.update(BaseExecutor.java:117)
	at org.apache.ibatis.executor.CachingExecutor.update(CachingExecutor.java:76)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.plugin.Plugin.invoke(Plugin.java:61)
	at jdk.proxy2/jdk.proxy2.$Proxy94.update(Unknown Source)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.update(DefaultSqlSession.java:197)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.insert(DefaultSqlSession.java:184)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:333)
	... 16 common frames omitted
2026-04-30 12:05:56.859 [http-nio-8081-exec-3] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:56.864 [http-nio-8081-exec-3] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:56.864 [http-nio-8081-exec-3] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:06:10.620 [http-nio-8081-exec-4] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:06:10.623 [http-nio-8081-exec-4] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:06:10.623 [http-nio-8081-exec-4] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:06:10.625 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=跨行转账手续费怎么收
2026-04-30 12:06:13.059 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=other
2026-04-30 12:06:13.118 [ForkJoinPool.commonPool-worker-2] WARN  com.idea.service.AssistantTestLogService-assistant test log insert failed, scenario=assistant_chat_test, request=跨行转账手续费怎么收
org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
### The error may exist in com/idea/mapper/AssistantTestLogMapper.java (best guess)
### The error may involve com.idea.mapper.AssistantTestLogMapper.insert-Inline
### The error occurred while setting parameters
### SQL: insert into assistant_test_log(     user_id,     source,     scenario,     request_text,     expected_intent,     actual_intent,     trace_tool,     trace_status,     result_code,     biz_code,     success,     duration_ms,     response_chars,     error_message,     test_session_id,     participant_code,     participant_group,     task_code,     task_name,     completed,     operation_steps,     understanding_score,     satisfaction_score,     safety_score,     language_score,     user_feedback,     create_time ) values (     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     now() )
### Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
; bad SQL grammar []
	at org.springframework.jdbc.support.SQLErrorCodeSQLExceptionTranslator.doTranslate(SQLErrorCodeSQLExceptionTranslator.java:246)
	at org.springframework.jdbc.support.AbstractFallbackSQLExceptionTranslator.translate(AbstractFallbackSQLExceptionTranslator.java:107)
	at org.mybatis.spring.MyBatisExceptionTranslator.translateExceptionIfPossible(MyBatisExceptionTranslator.java:93)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:347)
	at jdk.proxy2/jdk.proxy2.$Proxy69.insert(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.insert(SqlSessionTemplate.java:224)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:62)
	at org.apache.ibatis.binding.MapperProxy$PlainMethodInvoker.invoke(MapperProxy.java:141)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:86)
	at jdk.proxy2/jdk.proxy2.$Proxy80.insert(Unknown Source)
	at com.idea.service.AssistantTestLogService.record(AssistantTestLogService.java:141)
	at com.idea.service.AssistantTestLogService.recordRuntime(AssistantTestLogService.java:133)
	at com.idea.service.AssistantService.chat(AssistantService.java:79)
	at com.idea.service.AssistantService.lambda$chatStream$0(AssistantService.java:135)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1848)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1840)
	at java.base/java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:507)
	at java.base/java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1460)
	at java.base/java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:2036)
	at java.base/java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:189)
Caused by: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:112)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:114)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:988)
	at com.mysql.cj.jdbc.ClientPreparedStatement.execute(ClientPreparedStatement.java:382)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.execute(ProxyPreparedStatement.java:44)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.execute(HikariProxyPreparedStatement.java)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.logging.jdbc.PreparedStatementLogger.invoke(PreparedStatementLogger.java:58)
	at jdk.proxy3/jdk.proxy3.$Proxy96.execute(Unknown Source)
	at org.apache.ibatis.executor.statement.PreparedStatementHandler.update(PreparedStatementHandler.java:48)
	at org.apache.ibatis.executor.statement.RoutingStatementHandler.update(RoutingStatementHandler.java:75)
	at org.apache.ibatis.executor.SimpleExecutor.doUpdate(SimpleExecutor.java:50)
	at org.apache.ibatis.executor.BaseExecutor.update(BaseExecutor.java:117)
	at org.apache.ibatis.executor.CachingExecutor.update(CachingExecutor.java:76)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.plugin.Plugin.invoke(Plugin.java:61)
	at jdk.proxy2/jdk.proxy2.$Proxy94.update(Unknown Source)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.update(DefaultSqlSession.java:197)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.insert(DefaultSqlSession.java:184)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:333)
	... 16 common frames omitted
2026-04-30 12:06:13.121 [http-nio-8081-exec-5] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:06:13.123 [http-nio-8081-exec-5] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:06:13.123 [http-nio-8081-exec-5] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:06:24.781 [http-nio-8081-exec-6] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:06:24.782 [http-nio-8081-exec-6] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:06:24.782 [http-nio-8081-exec-6] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
